slide,section,arabic,urdu,notes,confidence
03,mazeed-aasaan,الْبَاب,باب/دروازہ,cognate,high
03,mazeed-aasaan,الْمَتَاع,سامان,book-gloss,high
03,mazeed-aasaan,الْقِبْلَة,قبلہ,cognate,high
03,mazeed-aasaan,السَّرِيع,تیز/جلد,book-gloss,med
03,mazeed-aasaan,الْمُؤْمِنَة,مومنہ,cognate,high
03,mazeed-aasaan,الْبَحْر,بحر/سمندر,cognate,high
03,mazeed-aasaan,الْحَسْرَة,حسرت,book-gloss,high
03,mazeed-aasaan,الْكُفْر,کفر,cognate,high
03,mazeed-aasaan,النِّكَاح,نکاح,cognate,high
03,mazeed-aasaan,الْوَصِيَّة,وصیت,cognate,high
03,mazeed-aasaan,التَّمَتُّع,نفع/فائدہ,book-gloss,med
03,mazeed-aasaan,الْخَلِيفَة,خلیفہ,cognate,high
03,mazeed-aasaan,الشَّرِيك,شریک,cognate,high
03,mazeed-aasaan,الْقِتَال,جنگ,book-gloss,high
04,mashhoor,الْمَالِك,مالک,cognate,high
04,mashhoor,الطَّرِيق,راستہ,book-gloss,high
04,mashhoor,الْخِنْزِير,خنزیر/سور,cognate,high
04,mashhoor,الْمَحَبَّة,محبت,cognate,high
04,mashhoor,الْمَوْت,موت,cognate,high
04,mashhoor,السَّمَاء,آسمان,cognate,high
04,mashhoor,الدُّنْيَا,دنیا,cognate,high
04,mashhoor,الْغَيْب,غیب,cognate,high
04,mashhoor,الْعَذَاب,عذاب,cognate,high
04,mashhoor,النُّبُوَّة,نبوت,cognate,high
04,mashhoor,الطَّعَام,طعام/کھانا,cognate,high
04,mashhoor,الْوَارِث,وارث,demo-word,high
04,mashhoor,التَّابُوت,تابوت/صندوق,cognate,high
04,mashhoor,الْقَوْم,قوم,cognate,high
04,mashhoor,الدُّعَاء,دعا,cognate,high
04,mashhoor,الْقَلَم,قلم,cognate,high
04,mashhoor,الْحَيَاة,حیات/زندگی,cognate,high
04,mashhoor,الْوَحْي,وحی,cognate,high
04,mashhoor,الْآخِرَة,آخرت,cognate,high
04,mashhoor,النُّور,نور,cognate,high
04,mashhoor,الْقَلْب,قلب/دل,cognate,high
04,mashhoor,الْأُمَّة,امت,cognate,high
04,mashhoor,الْوَادِي,وادی,cognate,high
04,mashhoor,الْفَاجِر,گناہ گار,book-gloss,high
04,mashhoor,الصِّدْق,سچائی,cognate,high
04,mashhoor,الْخُلُق,اخلاق/خصلت,book-gloss,med
04,mashhoor,الْغَمّ,غم,cognate,high
04,mashhoor,الْكِتَاب,کتاب,cognate,high
04,mashhoor,الضَّرْب,ضرب/مارنا,book-gloss,high
04,mashhoor,الْأَمْر,امر/معاملہ,book-gloss,high
04,mashhoor,الْإِسْم,اسم/نام,cognate,high
04,mashhoor,الْغَافِل,غافل,cognate,high
04,mashhoor,الْحِكْمَة,حکمت,cognate,high
04,mashhoor,الْأَمْن,امن,cognate,high
04,mashhoor,الْعَزْم,عزم,cognate,high
04,mashhoor,الْقَادِر,قادر,cognate,high
05,mazeed-alfaaz-2,الْخَوْف,خوف,cognate,high
05,mazeed-alfaaz-2,الْوَزْن,وزن,cognate,high
05,mazeed-alfaaz-2,الْأَرْض,زمین,cognate,high
05,mazeed-alfaaz-2,الْكَثِير,کثیر/بہت,cognate,high
05,mazeed-alfaaz-2,الْعِبَادَة,عبادت,cognate,high
05,mazeed-alfaaz-2,الزَّوْجَة,زوجہ/بیوی,cognate,high
05,mazeed-alfaaz-2,الضَّعِيف,ضعیف/کمزور,cognate,high
05,mazeed-alfaaz-2,الطُّول,طول/لمبائی,cognate,high
05,mazeed-alfaaz-2,الْعَاقِبَة,انجام,book-gloss,high
05,mazeed-alfaaz-2,الشَّرِيعَة,شریعت,cognate,high
05,mazeed-alfaaz-2,الْمَيِّت,میت/مردہ,cognate,high
05,mazeed-alfaaz-2,الزَّلْزَلَة,زلزلہ,cognate,high
05,mazeed-alfaaz-2,الْبَيْت,گھر,book-gloss,high
05,mazeed-alfaaz-2,الْعَالِم,عالم,cognate,high
05,mazeed-alfaaz-2,الْجَمَال,حسن/خوبصورتی,book-gloss,high
05,mazeed-alfaaz-2,الْفَرِيق,فریق/گروہ,cognate,high
05,mazeed-alfaaz-2,الطَّلَاق,طلاق,cognate,high
05,mazeed-alfaaz-2,النَّسَب,نسب,book-gloss,high
05,mazeed-alfaaz-2,الصِّيَام,روزہ,book-gloss,high
05,mazeed-alfaaz-2,الْعَرْض,چوڑائی,book-gloss,high
05,mazeed-alfaaz-2,النِّعْمَة,نعمت,cognate,high
05,mazeed-alfaaz-2,الْخَطَأ,خطا,cognate,high
05,mazeed-alfaaz-2,الْحَيّ,زندہ,book-gloss,high
05,mazeed-alfaaz-2,الشَّيْء,شے/چیز,book-gloss,high
05,mazeed-alfaaz-2,الْأَجْر,اجر,cognate,high
05,mazeed-alfaaz-2,الْمِسْكِين,مسکین,cognate,high
05,mazeed-alfaaz-2,الْقَلِيل,قلیل/تھوڑا,cognate,high
05,mazeed-alfaaz-2,الْإِمَام,امام,cognate,high
05,mazeed-alfaaz-2,الرَّحْمَة,رحمت,cognate,high
05,mazeed-alfaaz-2,الشَّهِيد,شہید,cognate,high
05,mazeed-alfaaz-2,الْقَوِيّ,قوی/طاقتور,cognate,high
05,mazeed-alfaaz-2,الْإِسْرَاف,اسراف/فضول خرچی,book-gloss,high
05,mazeed-alfaaz-2,الْجَاهِلِيَّة,جاہلیت,cognate,high
05,mazeed-alfaaz-2,الِاتِّبَاع,اتباع/پیروی,book-gloss,med
05,mazeed-alfaaz-2,الْأُمّ,ماں,cognate,high
05,mazeed-alfaaz-2,الْعَبْد,عبد/بندہ,cognate,high
06,mazeed-aasaan-qurani,الْمَال,مال,cognate,high
06,mazeed-aasaan-qurani,الْقِيَامَة,قیامت,cognate,high
06,mazeed-aasaan-qurani,الْخَشْيَة,خشیت/ڈر,cognate,high
06,mazeed-aasaan-qurani,الصُّبْح,صبح,cognate,high
06,mazeed-aasaan-qurani,الزِّينَة,زینت,book-gloss,high
06,mazeed-aasaan-qurani,السَّاحِر,جادوگر,book-gloss,high
06,mazeed-aasaan-qurani,السَّاجِد,سجدہ کرنے والا,cognate,high
06,mazeed-aasaan-qurani,الْحِسَاب,حساب,cognate,high
06,mazeed-aasaan-qurani,الْيَقِين,یقین,cognate,high
06,mazeed-aasaan-qurani,الْفَرِيضَة,فریضہ,cognate,high
06,mazeed-aasaan-qurani,الْجَلَال,جلال,cognate,high
06,mazeed-aasaan-qurani,الْمُسْتَقِيم,سیدھا,book-gloss,high
06,mazeed-aasaan-qurani,الْعِلْم,علم,cognate,high
06,mazeed-aasaan-qurani,الْإِصْلَاح,اصلاح,cognate,high
06,mazeed-aasaan-qurani,قُرَيْش,قریش,proper-name,high
06,mazeed-aasaan-qurani,التَّقْوَى,تقویٰ,cognate,high
06,mazeed-aasaan-qurani,الطَّاعَة,اطاعت,book-gloss,high
06,mazeed-aasaan-qurani,الْمَجْنُون,پاگل/دیوانہ,book-gloss,high
06,mazeed-aasaan-qurani,الرَّاكِع,رکوع کرنے والا,book-gloss,high
06,mazeed-aasaan-qurani,الْفَضْل,فضل,cognate,high
06,mazeed-aasaan-qurani,الشَّكّ,شک,cognate,high
06,mazeed-aasaan-qurani,الْقَرْيَة,بستی/گاؤں,book-gloss,high
06,mazeed-aasaan-qurani,السُّرُور,سرور/خوشی,cognate,high
06,mazeed-aasaan-qurani,الْمَعْذِرَة,معذرت,cognate,high
06,mazeed-aasaan-qurani,الْكَبِير,کبیر/بڑا,cognate,high
06,mazeed-aasaan-qurani,رَمَضَان,رمضان,proper-name-no-al,high
06,mazeed-aasaan-qurani,النَّاس,لوگ,book-gloss,high
06,mazeed-aasaan-qurani,النَّجَاة,نجات,cognate,high
06,mazeed-aasaan-qurani,الدِّينَار,دینار,cognate,high
06,mazeed-aasaan-qurani,الْجِنّ,جن,cognate,high
06,mazeed-aasaan-qurani,الرُّوح,روح,cognate,high
06,mazeed-aasaan-qurani,الْفَتْح,فتح,cognate,high
06,mazeed-aasaan-qurani,الْمُجْرِم,مجرم,cognate,high
06,mazeed-aasaan-qurani,التَّسْبِيح,تسبیح,cognate,high
06,mazeed-aasaan-qurani,الْحِجَاب,حجاب,cognate,high
06,mazeed-aasaan-qurani,الشَّهَادَة,گواہی,book-gloss,high
07,aasaan-mashhoor,الْفَاسِق,فاسق,cognate,high
07,aasaan-mashhoor,الْفَقِير,فقیر,cognate,high
07,aasaan-mashhoor,الْخَبِيث,خبیث/برا,book-gloss,high
07,aasaan-mashhoor,الظَّنّ,گمان,book-gloss,high
07,aasaan-mashhoor,الْأَكْبَر,اکبر/سب سے بڑا,cognate,high
07,aasaan-mashhoor,الْوَعْد,وعدہ,book-gloss,high
07,aasaan-mashhoor,الْوَالِد,والد,cognate,high
07,aasaan-mashhoor,إِسْحَاق,اسحاق,proper-name-no-al,high
07,aasaan-mashhoor,الْحَسَنَة,نیکی,cognate,high
07,aasaan-mashhoor,الشَّاعِر,شاعر,cognate,high
07,aasaan-mashhoor,الْمُدَّة,مدت,cognate,high
07,aasaan-mashhoor,التَّكْبِير,تکبیر,cognate,high
07,aasaan-mashhoor,الِاسْتِغْفَار,استغفار,cognate,high
07,aasaan-mashhoor,الْغَنِيّ,غنی/امیر,book-gloss,high
07,aasaan-mashhoor,الْوَلِيّ,ولی/دوست,book-gloss,high
07,aasaan-mashhoor,الْمَكَان,مکان/جگہ,cognate,high
07,aasaan-mashhoor,عِيسَى,عیسیٰ,proper-name-no-al,high
07,aasaan-mashhoor,الْمِلَّة,ملت,cognate,high
07,aasaan-mashhoor,الْمُسْلِم,مسلم,cognate,high
07,aasaan-mashhoor,آدَم,آدم,proper-name-no-al,high
07,aasaan-mashhoor,التَّفْصِيل,تفصیل,cognate,high
07,aasaan-mashhoor,الْعَابِد,عابد,cognate,high
07,aasaan-mashhoor,التِّجَارَة,تجارت,cognate,high
07,aasaan-mashhoor,الْعُمْر,عمر,book-gloss,high
07,aasaan-mashhoor,الِاخْتِلَاف,اختلاف,cognate,high
07,aasaan-mashhoor,الْخِيَانَة,خیانت,cognate,high
07,aasaan-mashhoor,الْحَاجَة,حاجت/ضرورت,cognate,high
07,aasaan-mashhoor,الرِّضْوَان,رضوان/رضامندی,cognate,high
07,aasaan-mashhoor,الْوَالِدَة,والدہ/ماں,cognate,high
07,aasaan-mashhoor,الْعَظِيم,عظیم,cognate,high
07,aasaan-mashhoor,الْعِشَاء,عشاء,cognate,high
07,aasaan-mashhoor,السُّنَّة,سنت,cognate,high
07,aasaan-mashhoor,الْحِكْمَة,حکمت,cognate,high
07,aasaan-mashhoor,الْمِقْدَار,مقدار,cognate,high
07,aasaan-mashhoor,الْعَهْد,عہد,cognate,high
07,aasaan-mashhoor,الْبُخْل,بخل/کنجوسی,cognate,high
08,chand-aasaan,الْغَضَب,غضب/غصہ,cognate,high
08,chand-aasaan,الْوَاحِد,واحد,cognate,high
08,chand-aasaan,الْبَصِيرَة,بصیرت,book-gloss,high
08,chand-aasaan,الْفَجْر,فجر,cognate,high
08,chand-aasaan,جَهَنَّم,جہنم,fem-no-ta,high
08,chand-aasaan,الثَّوَاب,ثواب,cognate,high
08,chand-aasaan,الْكَاذِب,جھوٹا,book-gloss,high
08,chand-aasaan,الْبَيَان,بیان,cognate,high
08,chand-aasaan,الْكُرْسِيّ,کرسی,cognate,high
08,chand-aasaan,الْقِيَام,کھڑا ہونا,book-gloss,high
08,chand-aasaan,الشَّمْس,سورج,fem-no-ta;book-gloss,high
08,chand-aasaan,التَّصْدِيق,تصدیق,cognate,high
08,chand-aasaan,الْبَشَر,انسان,book-gloss,high
08,chand-aasaan,الْقَرْض,قرض,cognate,high
08,chand-aasaan,الصَّبْر,صبر,cognate,high
08,chand-aasaan,الْمِحْرَاب,محراب,cognate,high
08,chand-aasaan,الْأُفُق,افق,book-gloss,high
08,chand-aasaan,الطَّرِيقَة,طریقہ,cognate,high
08,chand-aasaan,الْمُخْلِص,مخلص,cognate,high
08,chand-aasaan,الْفِسْق,گناہ/بدکاری,book-gloss,high
08,chand-aasaan,الْقَوْل,قول/بات,cognate,high
08,chand-aasaan,النِّصْف,نصف/آدھا,cognate,high
08,chand-aasaan,الْمَظْلُوم,مظلوم,cognate,high
08,chand-aasaan,الشَّدِيد,شدید/سخت,cognate,high
08,chand-aasaan,الْغُرُور,دھوکہ,book-gloss,high
08,chand-aasaan,الْمِثَال,مثال,cognate,high
08,chand-aasaan,التَّفْسِير,تفسیر,cognate,high
08,chand-aasaan,الْغَار,غار,cognate,high
08,chand-aasaan,الْقُوَّة,قوت,cognate,high
08,chand-aasaan,الْحَرَج,حرج/تنگی,book-gloss,high
08,chand-aasaan,الْجَهَالَة,نادانی/جہالت,book-gloss,high
08,chand-aasaan,النَّار,آگ,fem-no-ta,high
08,chand-aasaan,السَّلَام,سلامتی,book-gloss,high
08,chand-aasaan,الْكَامِل,کامل,cognate,high
08,chand-aasaan,الْوَقْت,وقت,cognate,high
08,chand-aasaan,الْإِلٰه,الٰہ/معبود,cognate,high
09,sifaat-allah,الْخَالِق,خالق/پیدا کرنے والا,sifat,high
09,sifaat-allah,الْعَالِم,جاننے والا,sifat,high
09,sifaat-allah,الْوَاسِع,وسعت والا,sifat,high
09,sifaat-allah,الْغَافِر,بخشنے والا,sifat,high
09,sifaat-allah,الرَّحِيم,رحم کرنے والا,sifat,high
09,sifaat-allah,السَّمِيع,سننے والا,sifat,high
09,sifaat-allah,الْحَمِيد,قابل تعریف,book-gloss;sifat,high
09,sifaat-allah,الْخَبِير,باخبر,book-gloss;sifat,high
09,sifaat-allah,الْغَفُور,بخشنے والا,sifat,high
09,sifaat-allah,الْغَنِيّ,بے نیاز,sifat,high
09,sifaat-allah,الْمَالِك,مالک,sifat,high
09,sifaat-allah,الْهَادِي,ہدایت دینے والا,book-gloss;sifat,high
09,sifaat-allah,الْقَاهِر,غالب/قابو رکھنے والا,book-gloss;sifat,high
09,sifaat-allah,الْقَرِيب,قریب,sifat,high
09,sifaat-allah,الْعَلِيم,خوب جاننے والا,sifat,high
09,sifaat-allah,الْبَصِير,دیکھنے والا,sifat,high
09,sifaat-allah,الْعَزِيز,غالب/زبردست,book-gloss;sifat,high
09,sifaat-allah,الشَّهِيد,گواہ/حاضر,book-gloss;sifat,high
09,sifaat-allah,الشَّكُور,قدردان,book-gloss;sifat,high
09,sifaat-allah,الْقَوِيّ,طاقتور,sifat,high
09,sifaat-allah,الْقَادِر,قدرت والا,sifat,high
09,sifaat-allah,الْغَالِب,غالب,sifat,high
09,sifaat-allah,الشَّاكِر,قدردان,book-gloss;sifat,high
09,sifaat-allah,الْحَفِيظ,حفاظت کرنے والا,sifat,high
09,sifaat-allah,الرَّحْمٰن,بہت رحم والا,sifat,high
09,sifaat-allah,الْقَدِير,قدرت والا,sifat,high
09,sifaat-allah,الْحَكِيم,حکمت والا,book-gloss;sifat,high
09,sifaat-allah,الْوَكِيل,کارساز/کفیل,book-gloss;sifat,high
09,sifaat-allah,الْحَلِيم,بردبار,book-gloss;sifat,high
09,sifaat-allah,الْوَلِيّ,دوست/کارساز,sifat,high
10,jamaa-plurals,نَهَر : أَنْهَار,نہر / نہریں,singular→plural;book-gloss,high
10,jamaa-plurals,كِتَاب : كُتُب,کتاب / کتابیں,singular→plural,high
10,jamaa-plurals,يَوْم : أَيَّام,دن / دن,singular→plural,high
10,jamaa-plurals,قَبْر : قُبُور,قبر / قبریں,singular→plural,high
10,jamaa-plurals,نَفْس : نُفُوس,نفس / نفوس,singular→plural,high
10,jamaa-plurals,أَمْر : أُمُور,امر / امور,singular→plural,high
10,jamaa-plurals,قَلْب : قُلُوب,دل / دل,singular→plural,high
10,jamaa-plurals,لَقَب : أَلْقَاب,لقب / القاب,singular→plural,high
10,jamaa-plurals,بَصَر : أَبْصَار,نگاہ / نگاہیں,singular→plural,high
10,jamaa-plurals,يَد : أَيْدِي,ہاتھ / ہاتھ,singular→plural;book-gloss,high
10,jamaa-plurals,مَال : أَمْوَال,مال / اموال,singular→plural,high
10,jamaa-plurals,عَمَل : أَعْمَال,عمل / اعمال,singular→plural,high
10,jamaa-plurals,شَيْء : أَشْيَاء,چیز / چیزیں,singular→plural,high
10,jamaa-plurals,إِسْم : أَسْمَاء,نام / نام,singular→plural,high
10,jamaa-plurals,حَدّ : حُدُود,حد / حدود,singular→plural,high
10,jamaa-plurals,صَوْت : أَصْوَات,آواز / آوازیں,singular→plural,high
10,jamaa-plurals,نَجْم : نُجُوم,ستارہ / ستارے,singular→plural,high
10,jamaa-plurals,أَثَر : آثَار,اثر / آثار,singular→plural,high
10,jamaa-plurals,مَلَك : مَلَائِكَة,فرشتہ / فرشتے,singular→plural,high
10,jamaa-plurals,غَيْب : غُيُوب,مخفی باتیں,singular→plural;book-gloss,high
10,jamaa-plurals,قَلَم : أَقْلَام,قلم / قلم,singular→plural,high
10,jamaa-plurals,جِسْم : أَجْسَام,جسم / اجسام,singular→plural,high
10,jamaa-plurals,مَسْجِد : مَسَاجِد,مسجد / مساجد,singular→plural,high
10,jamaa-plurals,مَثَل : أَمْثَال,مثال / امثال,singular→plural,high
10,jamaa-plurals,خَبَر : أَخْبَار,خبر / اخبار,singular→plural,high
10,jamaa-plurals,طَرَف : أَطْرَاف,طرف / اطراف,singular→plural,high
10,jamaa-plurals,كَوْكَب : كَوَاكِب,ستارہ / ستارے,singular→plural,high
10,jamaa-plurals,مَسْكَن : مَسَاكِن,گھر / گھر,singular→plural,high
10,jamaa-plurals,كَبِيرَة : كَبَائِر,بڑا گناہ / کبیرہ گناہ,singular→plural,high
10,jamaa-plurals,شَيْطَان : شَيَاطِين,شیطان / شیاطین,singular→plural,high
11,jamaa-aat,الْآيَة : الْآيَات,آیت / آیات,singular→plural,high
11,jamaa-aat,الْأَمَانَة : الْأَمَانَات,امانت / امانتیں,singular→plural,high
11,jamaa-aat,الْكَلِمَة : الْكَلِمَات,کلمہ / کلمات,singular→plural,high
11,jamaa-aat,الْحَسَنَة : الْحَسَنَات,نیکی / نیکیاں,singular→plural,high
11,jamaa-aat,الصَّالِحَة : الصَّالِحَات,نیک / نیک عورتیں,singular→plural,high
11,jamaa-aat,الدَّرَجَة : الدَّرَجَات,درجہ / درجات,singular→plural,high
11,jamaa-aat,الْخَيْرَة : الْخَيْرَات,خیر / خیرات,singular→plural,med
11,jamaa-aat,الرِّسَالَة : الرِّسَالَات,پیغام / پیغامات,singular→plural;book-gloss,high
11,jamaa-aat,الْحَالَة : الْحَالَات,حالت / حالات,singular→plural,high
11,jamaa-aat,الْمُهَاجِرَة : الْمُهَاجِرَات,مہاجر عورت / مہاجر عورتیں,singular→plural,high
11,jamaa-aat,الْعَلَامَة : الْعَلَامَات,علامت / علامتیں,singular→plural,high
11,jamaa-aat,الصَّلَاة : الصَّلَوَات,نماز / نمازیں,singular→plural,high
11,jamaa-aat,الْحَسْرَة : الْحَسَرَات,حسرت / حسرتیں,singular→plural,high
11,jamaa-aat,السَّيِّئَة : السَّيِّئَات,برائی / برائیاں,singular→plural,high
11,jamaa-aat,الْبَيِّنَة : الْبَيِّنَات,واضح نشانیاں,singular→plural;book-gloss,high
11,jamaa-aat,الصَّدَقَة : الصَّدَقَات,صدقہ / صدقات,singular→plural,high
11,jamaa-aat,الثَّمَرَة : الثَّمَرَات,پھل / پھل,singular→plural;book-gloss,high
11,jamaa-aat,الْخَطِيئَة : الْخَطِيئَات,غلطی / غلطیاں,singular→plural;book-gloss,high
11,jamaa-aat,الْمُسْلِمَة : الْمُسْلِمَات,مسلمان عورت / مسلمان عورتیں,singular→plural,high
11,jamaa-aat,الْمُنَافِقَة : الْمُنَافِقَات,منافق عورت / منافق عورتیں,singular→plural,high
11,jamaa-aat,الْجَنَّة : الْجَنَّات,جنت / جنتیں,singular→plural,high
11,jamaa-aat,الْبَرَكَة : الْبَرَكَات,برکت / برکتیں,singular→plural,high
11,jamaa-aat,السَّمَاء : السَّمَوَات,آسمان / آسمان,singular→plural,high
11,jamaa-aat,الظُّلْمَة : الظُّلُمَات,اندھیرا / اندھیرے,singular→plural,high
11,jamaa-aat,الطَّيِّبَة : الطَّيِّبَات,پاکیزہ / پاکیزہ چیزیں,singular→plural,high
11,jamaa-aat,الشَّهْوَة : الشَّهَوَات,خواہش / خواہشات,singular→plural,high
11,jamaa-aat,الشَّهَادَة : الشَّهَادَات,گواہی / گواہیاں,singular→plural,high
11,jamaa-aat,الْوَالِدَة : الْوَالِدَات,ماں / مائیں,singular→plural,high
11,jamaa-aat,الْمُشْرِكَة : الْمُشْرِكَات,مشرک عورت / مشرک عورتیں,singular→plural,high
11,jamaa-aat,الْخَبِيثَة : الْخَبِيثَات,ناپاک / ناپاک چیزیں,singular→plural,high
