slide,lesson,topic,arabic,confidence
05,5,hum-detached,"﴿وَالَّذِينَ هُمْ عَنِ اللَّغْوِ مُعْرِضُونَ﴾",high
05,5,hum-detached,"﴿وَهُمْ بِالْآخِرَةِ هُمْ كَافِرُونَ﴾",high
05,5,hum-detached,"﴿أُولٰئِكَ هُمُ الْمُفْلِحُونَ﴾",high
05,5,hum-detached,"﴿أُولٰئِكَ هُمُ الْكَافِرُونَ﴾",high
07,7,hum-particle,"﴿فِي قُلُوبِهِمْ مَرَضٌ﴾",high
07,7,hum-particle,"﴿لَهُمْ أَجْرٌ غَيْرُ مَمْنُونٍ﴾",high
07,7,hum-particle,"﴿أُولٰئِكَ عَلَى هُدًى مِنْ رَبِّهِمْ﴾",high
07,7,hum-particle,"﴿الَّذِينَ هُمْ عَلَى صَلَاتِهِمْ دَائِمُونَ﴾",high
07,7,hum-particle,"﴿الَّذِينَ هُمْ فِي صَلَاتِهِمْ خَاشِعُونَ﴾",high
07,7,hum-particle,"﴿وَالَّذِينَ هُمْ لِأَمَانَاتِهِمْ وَعَهْدِهِمْ رَاعُونَ﴾",high
07,7,hum-particle,"﴿وَالَّذِينَ هُمْ عَلَى صَلَوَاتِهِمْ يُحَافِظُونَ﴾",high
07,7,hum-particle,"﴿فَوَيْلٌ لِلْمُصَلِّينَ الَّذِينَ هُمْ عَنْ صَلَاتِهِمْ سَاهُونَ﴾",high
07,7,hum-particle,"﴿هُمْ مِنْ خَشْيَةِ رَبِّهِمْ مُشْفِقُونَ﴾",high
07,7,hum-particle,"﴿لَهُمْ مَغْفِرَةٌ وَأَجْرٌ كَرِيمٌ﴾",high
07,7,hum-particle,"﴿لَهُمْ عَذَابٌ أَلِيمٌ﴾",high
07,7,hum-particle,"﴿وَلَهُمْ عَذَابٌ عَظِيمٌ﴾",high
07,7,hum-particle,"﴿عَلَيْهِمْ غَضَبُ اللهِ﴾",high
07,7,hum-particle,"﴿وَاللهُ حَفِيظٌ عَلَيْهِمْ﴾",high
07,7,hum-particle,"﴿لَهُمْ فِيهَا مَنَافِعُ وَمَشَارِبُ﴾",high
09,9,antum,"﴿فَهَلْ أَنْتُمْ مُسْلِمُونَ﴾",high
09,9,antum,"﴿هَلْ أَنْتُمْ شَاكِرُونَ﴾",high
09,9,antum,"﴿فَهَلْ أَنْتُمْ مُنْتَهُونَ﴾",high
09,9,antum,"﴿أَأَنْتُمْ أَشَدُّ خَلْقًا أَمِ السَّمَاءُ﴾",med
16,16,kum,"﴿إِنَّمَا أَمْوَالُكُمْ وَأَوْلَادُكُمْ فِتْنَةٌ وَاللهُ عِنْدَهُ أَجْرٌ عَظِيمٌ﴾",high
16,16,kum,"﴿أُمَّهَاتُكُمْ وَبَنَاتُكُمْ وَأَخَوَاتُكُمْ﴾",high
17,17,kum-particle,"﴿إِنَّ رَبَّكُمُ اللهُ﴾",high
17,17,kum-particle,"﴿إِنَّ إِلٰهَكُمْ لَوَاحِدٌ﴾",high
17,17,kum-particle,"﴿وَإِنَّ رَبَّكُمُ الرَّحْمٰنُ﴾",high
17,17,kum-particle,"﴿وَاللهُ أَعْلَمُ بِإِيمَانِكُمْ﴾",high
17,17,kum-particle,"﴿إِنَّ أَكْرَمَكُمْ عِنْدَ اللهِ أَتْقَاكُمْ إِنَّ اللهَ عَلِيمٌ خَبِيرٌ﴾",high
17,17,kum-particle,"﴿إِنَّمَا بَغْيُكُمْ عَلَى أَنْفُسِكُمْ﴾",high
17,17,kum-particle,"﴿ثُمَّ إِلَى رَبِّكُمْ مَرْجِعُكُمْ﴾",high
19,18,lakum,"﴿لَكُمْ أَجْرٌ عَظِيمٌ﴾",high
19,18,lakum,"﴿وَلَكُمْ فِي الْقِصَاصِ حَيَاةٌ يَا أُولِي الْأَلْبَابِ﴾",high
19,18,lakum,"﴿أَلَكُمُ الذَّكَرُ وَلَهُ الْأُنْثَى﴾",high
19,18,lakum,"﴿أَنَّ فِيكُمْ رَسُولَ اللهِ﴾",high
19,18,lakum,"﴿لَقَدْ كَانَ لَكُمْ فِي رَسُولِ اللهِ أُسْوَةٌ حَسَنَةٌ﴾",high
19,18,lakum,"﴿يَا أَيُّهَا النَّاسُ إِنِّي رَسُولُ اللهِ إِلَيْكُمْ جَمِيعًا﴾",high
20,20,dhalikum,"﴿ذٰلِكُمُ اللهُ رَبُّكُمْ لَا إِلٰهَ إِلَّا هُوَ خَالِقُ كُلِّ شَيْءٍ﴾",high
20,20,dhalikum,"﴿ذٰلِكُمُ اللهُ رَبُّكُمْ لَهُ الْمُلْكُ﴾",high
20,20,dhalikum,"﴿وَإِنَّ ذٰلِكُمْ كَانَ عِنْدَ اللهِ عَظِيمًا﴾",high
20,20,dhalikum,"﴿فَذٰلِكُمُ اللهُ رَبُّكُمُ الْحَقُّ﴾",high
20,20,laysa,"﴿لَيْسَ عَلَيْكُمْ جُنَاحٌ﴾",high
20,20,laysa,"﴿لَيْسَ لَهُمْ طَعَامٌ إِلَّا مِنْ ضَرِيعٍ﴾",high
20,20,laysa,"﴿لَيْسَ كَمِثْلِهِ شَيْءٌ وَهُوَ السَّمِيعُ الْبَصِيرُ﴾",high
20,20,laysa,"﴿أَوَلَيْسَ الذَّكَرُ كَالْأُنْثَى﴾",med
20,20,laysa,"﴿وَأَنَّ اللهَ لَيْسَ بِظَلَّامٍ لِلْعَبِيدِ﴾",high
20,20,laysa,"﴿لَيْسَ لَهَا مِنْ دُونِ اللهِ كَاشِفَةٌ﴾",high
25,20,ulaaika-extra,"﴿أُولٰئِكَ لَهُمْ عَذَابٌ مُهِينٌ﴾",high
25,20,ulaaika-extra,"﴿أُولٰئِكَ لَهُمْ مَغْفِرَةٌ وَأَجْرٌ كَرِيمٌ﴾",high
25,20,ulaaika-extra,"﴿أُولٰئِكَ هُمْ شَرُّ الْبَرِيَّةِ﴾",high
25,20,ulaaika-extra,"﴿أُولٰئِكَ هُمْ وَقُودُ النَّارِ﴾",high
25,20,ulaaika-extra,"﴿أُولٰئِكَ هُمْ أُولُو الْأَلْبَابِ﴾",high
25,20,ulaaika-extra,"﴿أُولٰئِكَ عَلَيْهِمْ صَلَوَاتٌ مِنْ رَبِّهِمْ وَرَحْمَةٌ﴾",high
15,15,na-particle,"﴿رَبَّنَا وَسِعْتَ كُلَّ شَيْءٍ رَحْمَةً وَعِلْمًا﴾",med
18,18,haaulaai,"﴿إِنَّ هٰؤُلَاءِ لَضَالُّونَ﴾",high
18,18,haaulaai,"﴿رَبَّنَا هٰؤُلَاءِ شُرَكَاؤُنَا﴾",high
18,18,haaulaai,"﴿أَنَّ هٰؤُلَاءِ قَوْمٌ مُجْرِمُونَ﴾",high
18,18,haaulaai,"﴿هٰؤُلَاءِ شُفَعَاؤُنَا عِنْدَ اللهِ﴾",high
18,18,haaulaai,"﴿إِنَّ هٰؤُلَاءِ لَشِرْذِمَةٌ قَلِيلُونَ﴾",high
20,20,ulaaika,"﴿أُولٰئِكَ هُمُ الْمُفْلِحُونَ﴾",high
20,20,ulaaika,"﴿أُولٰئِكَ هُمُ الْكَافِرُونَ﴾",high
20,20,ulaaika,"﴿أُولٰئِكَ أَصْحَابُ النَّارِ﴾",high
21,21,alaa,"﴿أَلَا إِنَّ نَصْرَ اللهِ قَرِيبٌ﴾",high
21,21,alaa,"﴿أَلَا إِنَّ حِزْبَ اللهِ هُمُ الْمُفْلِحُونَ﴾",high
21,21,alaa,"﴿أَلَا إِنَّ حِزْبَ الشَّيْطَانِ هُمُ الْخَاسِرُونَ﴾",high
21,21,alaa,"﴿أَلَا لَهُ الْخَلْقُ وَالْأَمْرُ﴾",high
21,21,alaysa,"﴿أَلَيْسَ اللهُ بِأَحْكَمِ الْحَاكِمِينَ﴾",high
21,21,alaysa,"﴿أَلَيْسَ اللهُ بِكَافٍ عَبْدَهُ﴾",high
21,21,alaysa,"﴿أَلَيْسَ الصُّبْحُ بِقَرِيبٍ﴾",high
21,21,alaysa,"﴿أَلَيْسَ فِي جَهَنَّمَ مَثْوًى لِلْمُتَكَبِّرِينَ﴾",high
34,22,tamyiz,"﴿أَحْسَنُ عَمَلًا﴾",high
34,22,tamyiz,"﴿أَحْسَنُ تَأْوِيلًا﴾",high
